Temperature - (Celsius), Year, Statistics, Country, ISO3
22.4327, 1934, Jan Average, South Africa, ZAF
21.986, 1934, Feb Average, South Africa, ZAF
20.7035, 1934, Mar Average, South Africa, ZAF
18.8258, 1934, Apr Average, South Africa, ZAF
15.4676, 1934, May Average, South Africa, ZAF
12.5684, 1934, Jun Average, South Africa, ZAF
10.7317, 1934, Jul Average, South Africa, ZAF
13.5492, 1934, Aug Average, South Africa, ZAF
16.0214, 1934, Sep Average, South Africa, ZAF
18.2117, 1934, Oct Average, South Africa, ZAF
20.383, 1934, Nov Average, South Africa, ZAF
21.8414, 1934, Dec Average, South Africa, ZAF
23.0447, 1935, Jan Average, South Africa, ZAF
22.0467, 1935, Feb Average, South Africa, ZAF
19.6437, 1935, Mar Average, South Africa, ZAF
17.1851, 1935, Apr Average, South Africa, ZAF
13.2919, 1935, May Average, South Africa, ZAF
10.4164, 1935, Jun Average, South Africa, ZAF
10.8908, 1935, Jul Average, South Africa, ZAF
11.2176, 1935, Aug Average, South Africa, ZAF
15.0121, 1935, Sep Average, South Africa, ZAF
19.1384, 1935, Oct Average, South Africa, ZAF
19.606, 1935, Nov Average, South Africa, ZAF
21.4384, 1935, Dec Average, South Africa, ZAF
21.8399, 1936, Jan Average, South Africa, ZAF
21.7132, 1936, Feb Average, South Africa, ZAF
20.7116, 1936, Mar Average, South Africa, ZAF
18.0898, 1936, Apr Average, South Africa, ZAF
12.9634, 1936, May Average, South Africa, ZAF
11.9958, 1936, Jun Average, South Africa, ZAF
11.5433, 1936, Jul Average, South Africa, ZAF
13.5463, 1936, Aug Average, South Africa, ZAF
15.4339, 1936, Sep Average, South Africa, ZAF
17.4287, 1936, Oct Average, South Africa, ZAF
19.6519, 1936, Nov Average, South Africa, ZAF
21.7576, 1936, Dec Average, South Africa, ZAF
22.8524, 1937, Jan Average, South Africa, ZAF
22.9663, 1937, Feb Average, South Africa, ZAF
21.135, 1937, Mar Average, South Africa, ZAF
17.7069, 1937, Apr Average, South Africa, ZAF
14.5134, 1937, May Average, South Africa, ZAF
11.0727, 1937, Jun Average, South Africa, ZAF
10.3298, 1937, Jul Average, South Africa, ZAF
13.5393, 1937, Aug Average, South Africa, ZAF
15.1248, 1937, Sep Average, South Africa, ZAF
18.6418, 1937, Oct Average, South Africa, ZAF
21.2939, 1937, Nov Average, South Africa, ZAF
21.7836, 1937, Dec Average, South Africa, ZAF
22.7374, 1938, Jan Average, South Africa, ZAF
22.1862, 1938, Feb Average, South Africa, ZAF
21.5216, 1938, Mar Average, South Africa, ZAF
18.1497, 1938, Apr Average, South Africa, ZAF
14.4451, 1938, May Average, South Africa, ZAF
11.6893, 1938, Jun Average, South Africa, ZAF
11.4225, 1938, Jul Average, South Africa, ZAF
12.307, 1938, Aug Average, South Africa, ZAF
15.5087, 1938, Sep Average, South Africa, ZAF
18.451, 1938, Oct Average, South Africa, ZAF
19.4928, 1938, Nov Average, South Africa, ZAF
21.8894, 1938, Dec Average, South Africa, ZAF
22.7693, 1939, Jan Average, South Africa, ZAF
22.2997, 1939, Feb Average, South Africa, ZAF
20.4477, 1939, Mar Average, South Africa, ZAF
17.0191, 1939, Apr Average, South Africa, ZAF
14.3476, 1939, May Average, South Africa, ZAF
11.56, 1939, Jun Average, South Africa, ZAF
10.7503, 1939, Jul Average, South Africa, ZAF
12.3458, 1939, Aug Average, South Africa, ZAF
14.8405, 1939, Sep Average, South Africa, ZAF
18.6571, 1939, Oct Average, South Africa, ZAF
20.009, 1939, Nov Average, South Africa, ZAF
22.1916, 1939, Dec Average, South Africa, ZAF
22.9782, 1940, Jan Average, South Africa, ZAF
23.1923, 1940, Feb Average, South Africa, ZAF
20.7192, 1940, Mar Average, South Africa, ZAF
16.9247, 1940, Apr Average, South Africa, ZAF
13.9098, 1940, May Average, South Africa, ZAF
11.495, 1940, Jun Average, South Africa, ZAF
11.0099, 1940, Jul Average, South Africa, ZAF
14.0109, 1940, Aug Average, South Africa, ZAF
15.4447, 1940, Sep Average, South Africa, ZAF
18.4022, 1940, Oct Average, South Africa, ZAF
20.0431, 1940, Nov Average, South Africa, ZAF
22.7931, 1940, Dec Average, South Africa, ZAF
22.894, 1941, Jan Average, South Africa, ZAF
22.2777, 1941, Feb Average, South Africa, ZAF
21.3029, 1941, Mar Average, South Africa, ZAF
18.2743, 1941, Apr Average, South Africa, ZAF
14.8977, 1941, May Average, South Africa, ZAF
11.3876, 1941, Jun Average, South Africa, ZAF
11.5772, 1941, Jul Average, South Africa, ZAF
13.8051, 1941, Aug Average, South Africa, ZAF
14.8899, 1941, Sep Average, South Africa, ZAF
19.2027, 1941, Oct Average, South Africa, ZAF
20.4014, 1941, Nov Average, South Africa, ZAF
22.5878, 1941, Dec Average, South Africa, ZAF
23.5086, 1942, Jan Average, South Africa, ZAF
23.881, 1942, Feb Average, South Africa, ZAF
21.0641, 1942, Mar Average, South Africa, ZAF
17.8369, 1942, Apr Average, South Africa, ZAF
13.9564, 1942, May Average, South Africa, ZAF
11.2958, 1942, Jun Average, South Africa, ZAF
11.3402, 1942, Jul Average, South Africa, ZAF
13.07, 1942, Aug Average, South Africa, ZAF
15.5266, 1942, Sep Average, South Africa, ZAF
17.5656, 1942, Oct Average, South Africa, ZAF
20.4903, 1942, Nov Average, South Africa, ZAF
21.2259, 1942, Dec Average, South Africa, ZAF
22.0568, 1943, Jan Average, South Africa, ZAF
21.6179, 1943, Feb Average, South Africa, ZAF
20.9512, 1943, Mar Average, South Africa, ZAF
17.4026, 1943, Apr Average, South Africa, ZAF
13.2295, 1943, May Average, South Africa, ZAF
10.5648, 1943, Jun Average, South Africa, ZAF
10.2295, 1943, Jul Average, South Africa, ZAF
11.1242, 1943, Aug Average, South Africa, ZAF
14.9228, 1943, Sep Average, South Africa, ZAF
18.2805, 1943, Oct Average, South Africa, ZAF
19.9259, 1943, Nov Average, South Africa, ZAF
21.4044, 1943, Dec Average, South Africa, ZAF
23.6319, 1944, Jan Average, South Africa, ZAF
22.3569, 1944, Feb Average, South Africa, ZAF
20.7018, 1944, Mar Average, South Africa, ZAF
17.9008, 1944, Apr Average, South Africa, ZAF
12.7815, 1944, May Average, South Africa, ZAF
10.4358, 1944, Jun Average, South Africa, ZAF
11.1542, 1944, Jul Average, South Africa, ZAF
14.0633, 1944, Aug Average, South Africa, ZAF
15.286, 1944, Sep Average, South Africa, ZAF
19.7234, 1944, Oct Average, South Africa, ZAF
20.9479, 1944, Nov Average, South Africa, ZAF
22.0623, 1944, Dec Average, South Africa, ZAF
23.1126, 1945, Jan Average, South Africa, ZAF
24.1642, 1945, Feb Average, South Africa, ZAF
20.54, 1945, Mar Average, South Africa, ZAF
18.6964, 1945, Apr Average, South Africa, ZAF
13.7983, 1945, May Average, South Africa, ZAF
10.5073, 1945, Jun Average, South Africa, ZAF
10.9085, 1945, Jul Average, South Africa, ZAF
13.2477, 1945, Aug Average, South Africa, ZAF
17.9009, 1945, Sep Average, South Africa, ZAF
17.6983, 1945, Oct Average, South Africa, ZAF
21.4012, 1945, Nov Average, South Africa, ZAF
21.8393, 1945, Dec Average, South Africa, ZAF
22.5805, 1946, Jan Average, South Africa, ZAF
22.9144, 1946, Feb Average, South Africa, ZAF
20.859, 1946, Mar Average, South Africa, ZAF
18.3255, 1946, Apr Average, South Africa, ZAF
14.8488, 1946, May Average, South Africa, ZAF
10.887, 1946, Jun Average, South Africa, ZAF
11.1863, 1946, Jul Average, South Africa, ZAF
12.8171, 1946, Aug Average, South Africa, ZAF
16.7155, 1946, Sep Average, South Africa, ZAF
18.1476, 1946, Oct Average, South Africa, ZAF
21.1733, 1946, Nov Average, South Africa, ZAF
22.8511, 1946, Dec Average, South Africa, ZAF
23.3775, 1947, Jan Average, South Africa, ZAF
24.3118, 1947, Feb Average, South Africa, ZAF
21.2175, 1947, Mar Average, South Africa, ZAF
18.0864, 1947, Apr Average, South Africa, ZAF
14.3, 1947, May Average, South Africa, ZAF
11.0493, 1947, Jun Average, South Africa, ZAF
9.5396, 1947, Jul Average, South Africa, ZAF
13.9618, 1947, Aug Average, South Africa, ZAF
