"","Temperature....Celsius.","Year","Statistics","Country","ISO3"
"363",4.03624,1991," Mar Average"," Korea  Republic of"," KOR"
"364",10.844,1991," Apr Average"," Korea  Republic of"," KOR"
"365",15.2702,1991," May Average"," Korea  Republic of"," KOR"
"366",21.141,1991," Jun Average"," Korea  Republic of"," KOR"
"367",23.1745,1991," Jul Average"," Korea  Republic of"," KOR"
"368",22.4117,1991," Aug Average"," Korea  Republic of"," KOR"
"369",19.4517,1991," Sep Average"," Korea  Republic of"," KOR"
"370",12.6877,1991," Oct Average"," Korea  Republic of"," KOR"
"371",5.66234,1991," Nov Average"," Korea  Republic of"," KOR"
"372",1.61283,1991," Dec Average"," Korea  Republic of"," KOR"
"373",-0.8146,1992," Jan Average"," Korea  Republic of"," KOR"
"374",-0.0665,1992," Feb Average"," Korea  Republic of"," KOR"
"375",5.56365,1992," Mar Average"," Korea  Republic of"," KOR"
"376",10.9506,1992," Apr Average"," Korea  Republic of"," KOR"
"377",14.6486,1992," May Average"," Korea  Republic of"," KOR"
"378",19.4726,1992," Jun Average"," Korea  Republic of"," KOR"
"379",24.3195,1992," Jul Average"," Korea  Republic of"," KOR"
"380",23.0355,1992," Aug Average"," Korea  Republic of"," KOR"
"381",19.3413,1992," Sep Average"," Korea  Republic of"," KOR"
"382",12.3249,1992," Oct Average"," Korea  Republic of"," KOR"
"383",5.59674,1992," Nov Average"," Korea  Republic of"," KOR"
"384",0.98866,1992," Dec Average"," Korea  Republic of"," KOR"
"385",-2.5606,1993," Jan Average"," Korea  Republic of"," KOR"
"386",0.4529,1993," Feb Average"," Korea  Republic of"," KOR"
"387",4.25908,1993," Mar Average"," Korea  Republic of"," KOR"
"388",9.99665,1993," Apr Average"," Korea  Republic of"," KOR"
"389",15.4494,1993," May Average"," Korea  Republic of"," KOR"
"390",19.6779,1993," Jun Average"," Korea  Republic of"," KOR"
"391",21.0757,1993," Jul Average"," Korea  Republic of"," KOR"
"392",21.0872,1993," Aug Average"," Korea  Republic of"," KOR"
"393",19.0205,1993," Sep Average"," Korea  Republic of"," KOR"
"394",12.0872,1993," Oct Average"," Korea  Republic of"," KOR"
"395",7.18894,1993," Nov Average"," Korea  Republic of"," KOR"
"396",-0.5155,1993," Dec Average"," Korea  Republic of"," KOR"
"397",-2.2156,1994," Jan Average"," Korea  Republic of"," KOR"
"398",-0.4177,1994," Feb Average"," Korea  Republic of"," KOR"
"399",3.08478,1994," Mar Average"," Korea  Republic of"," KOR"
"400",12.3635,1994," Apr Average"," Korea  Republic of"," KOR"
"401",16.214,1994," May Average"," Korea  Republic of"," KOR"
"402",20.3257,1994," Jun Average"," Korea  Republic of"," KOR"
"403",26.6592,1994," Jul Average"," Korea  Republic of"," KOR"
"404",26.2033,1994," Aug Average"," Korea  Republic of"," KOR"
"405",19.9522,1994," Sep Average"," Korea  Republic of"," KOR"
"406",13.6775,1994," Oct Average"," Korea  Republic of"," KOR"
"407",8.25744,1994," Nov Average"," Korea  Republic of"," KOR"
"408",1.04653,1994," Dec Average"," Korea  Republic of"," KOR"
"409",-2.6729,1995," Jan Average"," Korea  Republic of"," KOR"
"410",0.14404,1995," Feb Average"," Korea  Republic of"," KOR"
"411",4.76945,1995," Mar Average"," Korea  Republic of"," KOR"
"412",10.443,1995," Apr Average"," Korea  Republic of"," KOR"
"413",15.1815,1995," May Average"," Korea  Republic of"," KOR"
"414",19.2205,1995," Jun Average"," Korea  Republic of"," KOR"
"415",23.797,1995," Jul Average"," Korea  Republic of"," KOR"
"416",25.5127,1995," Aug Average"," Korea  Republic of"," KOR"
"417",18.5232,1995," Sep Average"," Korea  Republic of"," KOR"
"418",13.9,1995," Oct Average"," Korea  Republic of"," KOR"
"419",5.49525,1995," Nov Average"," Korea  Republic of"," KOR"
"420",-1.407,1995," Dec Average"," Korea  Republic of"," KOR"
"421",-2.5487,1996," Jan Average"," Korea  Republic of"," KOR"
