"","Temperature....Celsius.","Year","Statistics","Country","ISO3"
"303",23.7462,1986," Mar Average"," India"," IND"
"304",27.7507,1986," Apr Average"," India"," IND"
"305",29.4273,1986," May Average"," India"," IND"
"306",29.2223,1986," Jun Average"," India"," IND"
"307",26.8542,1986," Jul Average"," India"," IND"
"308",26.2616,1986," Aug Average"," India"," IND"
"309",26.4857,1986," Sep Average"," India"," IND"
"310",24.701,1986," Oct Average"," India"," IND"
"311",21.5128,1986," Nov Average"," India"," IND"
"312",17.514,1986," Dec Average"," India"," IND"
"313",17.4056,1987," Jan Average"," India"," IND"
"314",19.9816,1987," Feb Average"," India"," IND"
"315",23.8871,1987," Mar Average"," India"," IND"
"316",28.0774,1987," Apr Average"," India"," IND"
"317",28.9348,1987," May Average"," India"," IND"
"318",30.1423,1987," Jun Average"," India"," IND"
"319",27.9656,1987," Jul Average"," India"," IND"
"320",27.1308,1987," Aug Average"," India"," IND"
"321",27.2371,1987," Sep Average"," India"," IND"
"322",25.2573,1987," Oct Average"," India"," IND"
"323",21.6505,1987," Nov Average"," India"," IND"
"324",18.0828,1987," Dec Average"," India"," IND"
"325",18.2547,1988," Jan Average"," India"," IND"
"326",20.6512,1988," Feb Average"," India"," IND"
"327",23.9666,1988," Mar Average"," India"," IND"
"328",28.46,1988," Apr Average"," India"," IND"
"329",30.9636,1988," May Average"," India"," IND"
"330",29.4302,1988," Jun Average"," India"," IND"
"331",26.9528,1988," Jul Average"," India"," IND"
"332",26.5054,1988," Aug Average"," India"," IND"
"333",26.6959,1988," Sep Average"," India"," IND"
"334",24.6874,1988," Oct Average"," India"," IND"
"335",20.93,1988," Nov Average"," India"," IND"
"336",18.2544,1988," Dec Average"," India"," IND"
"337",16.5408,1989," Jan Average"," India"," IND"
"338",19.1068,1989," Feb Average"," India"," IND"
"339",23.2839,1989," Mar Average"," India"," IND"
"340",27.491,1989," Apr Average"," India"," IND"
"341",30.2823,1989," May Average"," India"," IND"
"342",28.5412,1989," Jun Average"," India"," IND"
"343",26.9392,1989," Jul Average"," India"," IND"
"344",26.2492,1989," Aug Average"," India"," IND"
"345",26.3094,1989," Sep Average"," India"," IND"
"346",24.8895,1989," Oct Average"," India"," IND"
"347",21.2436,1989," Nov Average"," India"," IND"
"348",17.4924,1989," Dec Average"," India"," IND"
"349",18.433,1990," Jan Average"," India"," IND"
"350",19.6433,1990," Feb Average"," India"," IND"
"351",22.7546,1990," Mar Average"," India"," IND"
"352",27.6199,1990," Apr Average"," India"," IND"
"353",29.2468,1990," May Average"," India"," IND"
"354",28.7949,1990," Jun Average"," India"," IND"
"355",26.6313,1990," Jul Average"," India"," IND"
"356",26.4515,1990," Aug Average"," India"," IND"
"357",26.2465,1990," Sep Average"," India"," IND"
"358",24.2851,1990," Oct Average"," India"," IND"
"359",21.5465,1990," Nov Average"," India"," IND"
"360",18.112,1990," Dec Average"," India"," IND"
"361",16.6354,1991," Jan Average"," India"," IND"
"362",19.988,1991," Feb Average"," India"," IND"
"363",24.1397,1991," Mar Average"," India"," IND"
"364",27.3468,1991," Apr Average"," India"," IND"
"365",30.196,1991," May Average"," India"," IND"
"366",28.9012,1991," Jun Average"," India"," IND"
"367",27.5837,1991," Jul Average"," India"," IND"
"368",26.2658,1991," Aug Average"," India"," IND"
"369",26.3993,1991," Sep Average"," India"," IND"
"370",24.5756,1991," Oct Average"," India"," IND"
"371",20.704,1991," Nov Average"," India"," IND"
"372",17.6205,1991," Dec Average"," India"," IND"
"373",16.8967,1992," Jan Average"," India"," IND"
"374",18.4606,1992," Feb Average"," India"," IND"
"375",23.9634,1992," Mar Average"," India"," IND"
"376",27.6134,1992," Apr Average"," India"," IND"
"377",29.4888,1992," May Average"," India"," IND"
"378",29.8146,1992," Jun Average"," India"," IND"
"379",27.5217,1992," Jul Average"," India"," IND"
"380",26.2128,1992," Aug Average"," India"," IND"
"381",25.849,1992," Sep Average"," India"," IND"
"382",24.6181,1992," Oct Average"," India"," IND"
"383",21.0125,1992," Nov Average"," India"," IND"
"384",17.7512,1992," Dec Average"," India"," IND"
"385",17.4066,1993," Jan Average"," India"," IND"
"386",20.161,1993," Feb Average"," India"," IND"
"387",22.7104,1993," Mar Average"," India"," IND"
"388",27.3808,1993," Apr Average"," India"," IND"
"389",30.2519,1993," May Average"," India"," IND"
"390",29.8513,1993," Jun Average"," India"," IND"
"391",27.2065,1993," Jul Average"," India"," IND"
"392",26.7793,1993," Aug Average"," India"," IND"
"393",26.1173,1993," Sep Average"," India"," IND"
"394",25.0173,1993," Oct Average"," India"," IND"
"395",21.3824,1993," Nov Average"," India"," IND"
"396",17.866,1993," Dec Average"," India"," IND"
"397",17.9173,1994," Jan Average"," India"," IND"
"398",19.1266,1994," Feb Average"," India"," IND"
"399",24.815,1994," Mar Average"," India"," IND"
"400",27.0488,1994," Apr Average"," India"," IND"
"401",30.5279,1994," May Average"," India"," IND"
"402",29.1377,1994," Jun Average"," India"," IND"
"403",26.5035,1994," Jul Average"," India"," IND"
"404",26.213,1994," Aug Average"," India"," IND"
"405",26.0887,1994," Sep Average"," India"," IND"
"406",24.536,1994," Oct Average"," India"," IND"
"407",20.9812,1994," Nov Average"," India"," IND"
